"","Winner","Loser","WRank","LRank","pl1_flag","pl1_year_pro","pl1_weight","pl1_height","pl1_hand","pl2_flag","pl2_year_pro","pl2_weight","pl2_height","pl2_hand","higher_rank_won","rank_diff","rank_diff_cat","same_handedness"
"1446","Del Potro J.M.","Sela D.",236,92,"ARG",2005,97,198,"Right-Handed","ISR",2002,65,175,"Right-Handed","No",144,"High Difference","Yes"
"1447","Sweeting R.","Gimeno-Traver D.",116,60,"USA",2007,83,196,"Right-Handed","ESP",2004,80,183,"Right-Handed","No",56,"Medium Difference","Yes"
"1448","Murray A.","Beck K.",5,101,"GBR",2005,84,191,"Right-Handed","SVK",2001,74,180,"Right-Handed","Yes",-96,"High Difference","Yes"
"1449","Marchenko I.","Ramirez-Hidalgo R.",79,76,"UKR",2006,82,185,"Right-Handed","ESP",1998,74,183,"Right-Handed","No",3,"Low Difference","Yes"
"1450","Muller G.","Stadler S.",122,288,"LUX",2001,89,193,"Left-Handed",NA,NA,NA,NA,NA,"Yes",-166,"High Difference",NA
"1451","Isner J.","Serra F.",20,69,"USA",2007,108,208,"Right-Handed","FRA",2000,78,180,"Right-Handed","Yes",-49,"Medium Difference","Yes"
"1452","Baghdatis M.","Zemlja G.",22,141,"CYP",2003,82,178,"Right-Handed","SLO",2004,81,183,"Right-Handed","Yes",-119,"High Difference","Yes"
"1453","Becker B.","Gulbis E.",55,23,"GER",2005,72,178,"Right-Handed","LAT",2004,88,193,"Right-Handed","No",32,"Medium Difference","Yes"
"1454","Stepanek R.","Gremelmayr D.",66,120,"CZE",1996,76,185,"Right-Handed","GER",2000,73,183,"Left-Handed","Yes",-54,"Medium Difference","No"
"1455","Soderling R.","Starace P.",4,48,"SWE",2001,87,193,"Right-Handed","ITA",2001,84,188,"Right-Handed","Yes",-44,"Medium Difference","Yes"
"1456","Raonic M.","Phau B.",152,85,"CAN",2008,98,196,"Right-Handed","GER",1999,70,175,"Right-Handed","No",67,"Medium Difference","Yes"
"1457","Berankis R.","Matosevic M.",95,138,"LTU",2007,70,175,"Right-Handed","AUS",2003,86,193,"Right-Handed","Yes",-43,"Medium Difference","Yes"
"1458","Seppi A.","Clement A.",51,113,"ITA",2002,75,191,"Right-Handed","FRA",1996,74,173,"Right-Handed","Yes",-62,"Medium Difference","Yes"
"1459","Llodra M.","Chela J.I.",24,39,"FRA",1999,80,191,"Left-Handed","ARG",1998,75,191,"Right-Handed","Yes",-15,"Low Difference","No"
"1460","Tsonga J.W.","Petzschner P.",13,57,"FRA",2004,91,188,"Right-Handed","GER",2001,77,185,"Right-Handed","Yes",-44,"Medium Difference","Yes"
"1461","Nalbandian D.","Hewitt L.",21,54,"ARG",2000,79,180,"Right-Handed","AUS",1998,77,178,"Right-Handed","Yes",-33,"Medium Difference","Yes"
"1462","Nishikori K.","Mayer F.",82,36,"JPN",2007,75,178,"Right-Handed","GER",2001,82,191,"Right-Handed","No",46,"Medium Difference","Yes"
"1463","Berdych T.","Kohlschreiber P.",6,35,"CZE",2002,91,196,"Right-Handed","GER",2001,70,178,"Right-Handed","Yes",-29,"Low Difference","Yes"
"1464","Robredo T.","Fish M.",52,17,"ESP",1998,75,180,"Right-Handed","USA",2000,82,188,"Right-Handed","No",35,"Medium Difference","Yes"
"1465","Stakhovsky S.","Kubot L.",43,72,"UKR",2003,80,193,"Right-Handed","POL",2002,86,191,"Right-Handed","Yes",-29,"Low Difference","Yes"
"1466","Roddick A.","Kunitsyn I.",8,99,"USA",2000,88,188,"Right-Handed","RUS",1999,75,180,"Right-Handed","Yes",-91,"High Difference","Yes"
"1467","Verdasco F.","Tipsarevic J.",9,49,"ESP",2001,87,185,"Left-Handed","SRB",2002,80,180,"Right-Handed","Yes",-40,"Medium Difference","No"
"1468","Ljubicic I.","Paire B.",16,145,"CRO",1998,92,193,"Right-Handed","FRA",2007,80,196,"Right-Handed","Yes",-129,"High Difference","Yes"
"1469","Gasquet R.","Mannarino A.",33,74,"FRA",2002,75,185,"Right-Handed","FRA",2004,70,180,"Left-Handed","Yes",-41,"Medium Difference","No"
"1470","Haase R.","Monaco J.",62,28,"NED",2005,71,191,"Right-Handed","ARG",2002,81,185,"Right-Handed","No",34,"Medium Difference","Yes"
"1471","Almagro N.","Andreev I.",14,75,"ESP",2003,86,183,"Right-Handed","RUS",2002,80,185,"Right-Handed","Yes",-61,"Medium Difference","Yes"
"1472","Malisse X.","Montanes A.",45,26,"BEL",1998,83,185,"Right-Handed","ESP",1999,70,175,"Right-Handed","No",19,"Low Difference","Yes"
"1473","Troicki V.","Mahut N.",27,132,"SRB",2006,86,193,"Right-Handed","FRA",2000,80,191,"Right-Handed","Yes",-105,"High Difference","Yes"
"1474","Wawrinka S.","Dimitrov G.",19,105,"SUI",2002,81,183,"Right-Handed","BUL",2008,80,191,"Right-Handed","Yes",-86,"High Difference","Yes"
"1475","Djokovic N.","Dodig I.",3,81,"SRB",2003,77,188,"Right-Handed","CRO",2004,83,183,"Right-Handed","Yes",-78,"High Difference","Yes"
"1476","Monfils G.","Gil F.",12,91,"FRA",2004,80,193,"Right-Handed","POR",2003,78,173,"Right-Handed","Yes",-79,"High Difference","Yes"
"1477","Federer R.","Simon G.",2,34,"SUI",1998,85,185,"Right-Handed","FRA",2002,70,183,"Right-Handed","Yes",-32,"Medium Difference","Yes"
"1478","Dolgopolov O.","Becker B.",46,55,"UKR",2006,71,180,"Right-Handed","GER",2005,72,178,"Right-Handed","Yes",-9,"Low Difference","Yes"
"1479","Raonic M.","Llodra M.",152,24,"CAN",2008,98,196,"Right-Handed","FRA",1999,80,191,"Left-Handed","No",128,"High Difference","No"
"1480","Nadal R.","Sweeting R.",1,116,"ESP",2001,85,185,"Left-Handed","USA",2007,83,196,"Right-Handed","Yes",-115,"High Difference","No"
"1481","Youzhny M.","Kavcic B.",10,98,"RUS",1999,73,183,"Right-Handed","SLO",2005,78,188,"Right-Handed","Yes",-88,"High Difference","Yes"
"1482","Tomic B.","Lopez F.",199,31,"AUS",2008,91,196,"Right-Handed","ESP",1997,73,185,"Left-Handed","No",168,"High Difference","No"
"1483","Garcia-Lopez G.","Schwank E.",32,86,"ESP",2002,80,185,"Right-Handed","ARG",2005,83,183,"Right-Handed","Yes",-54,"Medium Difference","Yes"
"1484","Hernych J.","Bellucci T.",241,30,"CZE",1998,83,188,"Right-Handed","BRA",2005,82,188,"Left-Handed","No",211,"High Difference","No"
"1485","Cilic M.","Giraldo S.",15,59,"CRO",2005,89,198,"Right-Handed","COL",2004,75,188,"Right-Handed","Yes",-44,"Medium Difference","Yes"
"1486","Tsonga J.W.","Seppi A.",13,51,"FRA",2004,91,188,"Right-Handed","ITA",2002,75,191,"Right-Handed","Yes",-38,"Medium Difference","Yes"
"1487","Ferrer D.","Russell M.",7,100,"ESP",2000,73,175,"Right-Handed","USA",1998,70,173,"Right-Handed","Yes",-93,"High Difference","Yes"
"1488","Isner J.","Stepanek R.",20,66,"USA",2007,108,208,"Right-Handed","CZE",1996,76,185,"Right-Handed","Yes",-46,"Medium Difference","Yes"
"1489","Melzer J.","Riba P.",11,71,"AUT",1999,81,183,"Left-Handed","ESP",2004,78,183,"Right-Handed","Yes",-60,"Medium Difference","No"
"1490","Soderling R.","Muller G.",4,122,"SWE",2001,87,193,"Right-Handed","LUX",2001,89,193,"Left-Handed","Yes",-118,"High Difference","No"
"1491","Berankis R.","Nalbandian D.",95,21,"LTU",2007,70,175,"Right-Handed","ARG",2000,79,180,"Right-Handed","No",74,"Medium Difference","Yes"
"1492","Murray A.","Marchenko I.",5,79,"GBR",2005,84,191,"Right-Handed","UKR",2006,82,185,"Right-Handed","Yes",-74,"Medium Difference","Yes"
"1493","Baghdatis M.","Del Potro J.M.",22,236,"CYP",2003,82,178,"Right-Handed","ARG",2005,97,198,"Right-Handed","Yes",-214,"High Difference","Yes"
"1494","Almagro N.","Ljubicic I.",14,16,"ESP",2003,86,183,"Right-Handed","CRO",1998,92,193,"Right-Handed","Yes",-2,"Low Difference","Yes"
"1495","Djokovic N.","Troicki V.",3,27,"SRB",2003,77,188,"Right-Handed","SRB",2006,86,193,"Right-Handed","Yes",-24,"Low Difference","Yes"
"1496","Roddick A.","Haase R.",8,62,"USA",2000,88,188,"Right-Handed","NED",2005,71,191,"Right-Handed","Yes",-54,"Medium Difference","Yes"
"1497","Robredo T.","Stakhovsky S.",52,43,"ESP",1998,75,180,"Right-Handed","UKR",2003,80,193,"Right-Handed","No",9,"Low Difference","Yes"
"1498","Berdych T.","Gasquet R.",6,33,"CZE",2002,91,196,"Right-Handed","FRA",2002,75,185,"Right-Handed","Yes",-27,"Low Difference","Yes"
"1499","Federer R.","Malisse X.",2,45,"SUI",1998,85,185,"Right-Handed","BEL",1998,83,185,"Right-Handed","Yes",-43,"Medium Difference","Yes"
"1500","Wawrinka S.","Monfils G.",19,12,"SUI",2002,81,183,"Right-Handed","FRA",2004,80,193,"Right-Handed","No",7,"Low Difference","Yes"
"1501","Verdasco F.","Nishikori K.",9,82,"ESP",2001,87,185,"Left-Handed","JPN",2007,75,178,"Right-Handed","Yes",-73,"Medium Difference","No"
"1502","Soderling R.","Hernych J.",4,241,"SWE",2001,87,193,"Right-Handed","CZE",1998,83,188,"Right-Handed","Yes",-237,"High Difference","Yes"
"1503","Raonic M.","Youzhny M.",152,10,"CAN",2008,98,196,"Right-Handed","RUS",1999,73,183,"Right-Handed","No",142,"High Difference","Yes"
"1504","Dolgopolov O.","Tsonga J.W.",46,13,"UKR",2006,71,180,"Right-Handed","FRA",2004,91,188,"Right-Handed","No",33,"Medium Difference","Yes"
"1505","Ferrer D.","Berankis R.",7,95,"ESP",2000,73,175,"Right-Handed","LTU",2007,70,175,"Right-Handed","Yes",-88,"High Difference","Yes"
"1506","Murray A.","Garcia-Lopez G.",5,32,"GBR",2005,84,191,"Right-Handed","ESP",2002,80,185,"Right-Handed","Yes",-27,"Low Difference","Yes"
"1507","Cilic M.","Isner J.",15,20,"CRO",2005,89,198,"Right-Handed","USA",2007,108,208,"Right-Handed","Yes",-5,"Low Difference","Yes"
"1508","Melzer J.","Baghdatis M.",11,22,"AUT",1999,81,183,"Left-Handed","CYP",2003,82,178,"Right-Handed","Yes",-11,"Low Difference","No"
"1509","Nadal R.","Tomic B.",1,199,"ESP",2001,85,185,"Left-Handed","AUS",2008,91,196,"Right-Handed","Yes",-198,"High Difference","No"
"1510","Djokovic N.","Almagro N.",3,14,"SRB",2003,77,188,"Right-Handed","ESP",2003,86,183,"Right-Handed","Yes",-11,"Low Difference","Yes"
"1511","Federer R.","Robredo T.",2,52,"SUI",1998,85,185,"Right-Handed","ESP",1998,75,180,"Right-Handed","Yes",-50,"Medium Difference","Yes"
"1512","Berdych T.","Verdasco F.",6,9,"CZE",2002,91,196,"Right-Handed","ESP",2001,87,185,"Left-Handed","Yes",-3,"Low Difference","No"
"1513","Wawrinka S.","Roddick A.",19,8,"SUI",2002,81,183,"Right-Handed","USA",2000,88,188,"Right-Handed","No",11,"Low Difference","Yes"
"1514","Dolgopolov O.","Soderling R.",46,4,"UKR",2006,71,180,"Right-Handed","SWE",2001,87,193,"Right-Handed","No",42,"Medium Difference","Yes"
"1515","Murray A.","Melzer J.",5,11,"GBR",2005,84,191,"Right-Handed","AUT",1999,81,183,"Left-Handed","Yes",-6,"Low Difference","No"
"1516","Ferrer D.","Raonic M.",7,152,"ESP",2000,73,175,"Right-Handed","CAN",2008,98,196,"Right-Handed","Yes",-145,"High Difference","Yes"
"1517","Nadal R.","Cilic M.",1,15,"ESP",2001,85,185,"Left-Handed","CRO",2005,89,198,"Right-Handed","Yes",-14,"Low Difference","No"
"1518","Federer R.","Wawrinka S.",2,19,"SUI",1998,85,185,"Right-Handed","SUI",2002,81,183,"Right-Handed","Yes",-17,"Low Difference","Yes"
"1519","Djokovic N.","Berdych T.",3,6,"SRB",2003,77,188,"Right-Handed","CZE",2002,91,196,"Right-Handed","Yes",-3,"Low Difference","Yes"
"1520","Murray A.","Dolgopolov O.",5,46,"GBR",2005,84,191,"Right-Handed","UKR",2006,71,180,"Right-Handed","Yes",-41,"Medium Difference","Yes"
"1521","Ferrer D.","Nadal R.",7,1,"ESP",2000,73,175,"Right-Handed","ESP",2001,85,185,"Left-Handed","No",6,"Low Difference","No"
"1522","Djokovic N.","Federer R.",3,2,"SRB",2003,77,188,"Right-Handed","SUI",1998,85,185,"Right-Handed","No",1,"Low Difference","Yes"
"1523","Murray A.","Ferrer D.",5,7,"GBR",2005,84,191,"Right-Handed","ESP",2000,73,175,"Right-Handed","Yes",-2,"Low Difference","Yes"
"1524","Djokovic N.","Murray A.",3,5,"SRB",2003,77,188,"Right-Handed","GBR",2005,84,191,"Right-Handed","Yes",-2,"Low Difference","Yes"
"1525","Gonzalez F.","Rochus O.",11,59,"CHI",1999,82,183,"Right-Handed","BEL",1999,65,168,"Right-Handed","Yes",-48,"Medium Difference","Yes"
"1526","Ljubicic I.","Kubler J.",24,86,"CRO",1998,92,193,"Right-Handed","AUS",2011,74,178,"Right-Handed","Yes",-62,"Medium Difference","Yes"
"1527","Karlovic I.","Stepanek R.",39,13,"CRO",2000,104,211,"Right-Handed","CZE",1996,76,185,"Right-Handed","No",26,"Low Difference","Yes"
"1528","Mayer F.","Petzschner P.",60,81,"GER",2001,82,191,"Right-Handed","GER",2001,77,185,"Right-Handed","Yes",-21,"Low Difference","Yes"
"1529","Odesnik W.","Kavcic B.",89,124,"USA",2004,77,180,"Left-Handed","SLO",2005,78,188,"Right-Handed","Yes",-35,"Medium Difference","No"
"1530","Roddick A.","De Bakker T.",7,80,"USA",2000,88,188,"Right-Handed","NED",2005,83,193,"Right-Handed","Yes",-73,"Medium Difference","Yes"
"1531","Golubev A.","Fish M.",131,54,"KAZ",2005,79,183,"Right-Handed","USA",2000,82,188,"Right-Handed","No",77,"High Difference","Yes"
"1532","Murray A.","Anderson K.",4,148,"GBR",2005,84,191,"Right-Handed","RSA",2007,93,203,"Right-Handed","Yes",-144,"High Difference","Yes"
"1533","Del Potro J.M.","Russell M.",5,90,"ARG",2005,97,198,"Right-Handed","USA",1998,70,173,"Right-Handed","Yes",-85,"High Difference","Yes"
"1534","Tomic B.","Rufin G.",289,173,"AUS",2008,91,196,"Right-Handed","FRA",2008,82,188,"Right-Handed","No",116,"High Difference","Yes"
"1535","Nadal R.","Luczak P.",2,70,"ESP",2001,85,185,"Left-Handed","AUS",2000,77,183,"Right-Handed","Yes",-68,"Medium Difference","No"
"1536","Verdasco F.","Ball C.",9,129,"ESP",2001,87,185,"Left-Handed","AUS",2005,91,198,"Left-Handed","Yes",-120,"High Difference","Yes"
"1537","Korolev E.","Brands D.",53,91,"KAZ",2005,82,185,"Right-Handed","GER",2005,92,196,"Right-Handed","Yes",-38,"Medium Difference","Yes"
"1538","Berdych T.","Haase R.",21,390,"CZE",2002,91,196,"Right-Handed","NED",2005,71,191,"Right-Handed","Yes",-369,"High Difference","Yes"
"1539","Sorensen L.","Lu Y.H.",284,101,"IRL",2003,78,175,"Right-Handed","TPE",2001,74,180,"Right-Handed","No",183,"High Difference","Yes"
"1540","Isner J.","Seppi A.",28,49,"USA",2007,108,208,"Right-Handed","ITA",2002,75,191,"Right-Handed","Yes",-21,"Low Difference","Yes"
"1541","Sergeyev I.","Sela D.",209,41,"UKR",2003,78,175,"Right-Handed","ISR",2002,65,175,"Right-Handed","No",168,"High Difference","Yes"
"1542","Monfils G.","Ebden M.",12,251,"FRA",2004,80,193,"Right-Handed","AUS",2006,80,188,"Right-Handed","Yes",-239,"High Difference","Yes"
"1543","Lopez F.","Cuevas P.",46,48,"ESP",1997,73,185,"Left-Handed","URU",2004,80,180,"Right-Handed","Yes",-2,"Low Difference","No"
"1544","Nieminen J.","Lindahl N.",132,235,"FIN",2000,78,185,"Left-Handed",NA,NA,NA,NA,NA,"Yes",-103,"High Difference",NA
"1545","Cilic M.","Santoro F.",14,67,"CRO",2005,89,198,"Right-Handed","FRA",1989,74,178,"Right-Handed","Yes",-53,"Medium Difference","Yes"
"1546","Schuettler R.","Querrey S.",107,29,"GER",1995,75,180,"Right-Handed","USA",2006,95,198,"Right-Handed","No",78,"High Difference","Yes"
"1547","Wawrinka S.","Garcia-Lopez G.",19,44,"SUI",2002,81,183,"Right-Handed","ESP",2002,80,185,"Right-Handed","Yes",-25,"Low Difference","Yes"
"1548","Kunitsyn I.","Acasuso J.",100,51,"RUS",1999,75,180,"Right-Handed","ARG",1999,86,191,"Right-Handed","No",49,"Medium Difference","Yes"
"1549","Davydenko N.","Kindlmann D.",6,175,"RUS",1999,70,178,"Right-Handed",NA,NA,NA,NA,NA,"Yes",-169,"High Difference",NA
"1550","Ilhan M.","Grosjean S.",154,564,"TUR",2006,80,191,"Right-Handed","FRA",1996,73,175,"Right-Handed","Yes",-410,"High Difference","Yes"
"1551","Benneteau J.","Guez D.",43,133,"FRA",2000,79,185,"Right-Handed","FRA",1997,75,185,"Right-Handed","Yes",-90,"High Difference","Yes"
"1552","Lacko L.","Mayer L.",75,69,"SVK",2005,85,185,"Right-Handed","ARG",2003,80,191,"Right-Handed","No",6,"Low Difference","Yes"
"1553","Serra F.","Melzer J.",64,27,"FRA",2000,78,180,"Right-Handed","AUT",1999,81,183,"Left-Handed","No",37,"Medium Difference","No"
"1554","Bellucci T.","Gabashvili T.",35,102,"BRA",2005,82,188,"Left-Handed","RUS",2001,83,188,"Right-Handed","Yes",-67,"Medium Difference","No"
"1555","Blake J.","Clement A.",45,55,"USA",1999,83,185,"Right-Handed","FRA",1996,74,173,"Right-Handed","Yes",-10,"Low Difference","Yes"
"1556","Granollers M.","Soderling R.",113,8,"ESP",2003,77,191,"Right-Handed","SWE",2001,87,193,"Right-Handed","No",105,"High Difference","Yes"
"1557","Kohlschreiber P.","Zeballos H.",26,50,"GER",2001,70,178,"Right-Handed","ARG",2003,83,188,"Left-Handed","Yes",-24,"Low Difference","No"
"1558","Gicquel M.","Bolelli S.",57,98,"FRA",1999,75,188,"Right-Handed","ITA",2003,83,183,"Right-Handed","Yes",-41,"Medium Difference","Yes"
"1559","Federer R.","Andreev I.",1,37,"SUI",1998,85,185,"Right-Handed","RUS",2002,80,185,"Right-Handed","Yes",-36,"Medium Difference","Yes"
"1560","Kubot L.","Zverev M.",86,78,"POL",2002,86,191,"Right-Handed","GER",2005,88,191,"Left-Handed","No",8,"Low Difference","No"
"1561","Troicki V.","Lapentti N.",30,94,"SRB",2006,86,193,"Right-Handed","ECU",1995,86,188,"Right-Handed","Yes",-64,"Medium Difference","Yes"
"1562","Giraldo S.","Robredo T.",114,16,"COL",2004,75,188,"Right-Handed","ESP",1998,75,180,"Right-Handed","No",98,"High Difference","Yes"
"1563","Koubek S.","Ram R.",134,84,"AUT",1994,68,175,"Left-Handed","USA",2004,82,193,"Right-Handed","No",50,"Medium Difference","No"
"1564","Veic A.","Koellerer D.",224,73,"CRO",2006,74,180,"Right-Handed","AUT",2002,80,180,"Right-Handed","No",151,"High Difference","Yes"
"1565","Monaco J.","Gulbis E.",33,82,"ARG",2002,81,185,"Right-Handed","LAT",2004,88,193,"Right-Handed","Yes",-49,"Medium Difference","Yes"
"1566","Marchenko I.","Moya C.",119,509,"UKR",2006,82,185,"Right-Handed","ESP",1995,86,191,"Right-Handed","Yes",-390,"High Difference","Yes"
"1567","Haas T.","Greul S.",17,61,"GER",1996,84,188,"Right-Handed","GER",2000,80,185,"Right-Handed","Yes",-44,"Medium Difference","Yes"
"1568","Tsonga J.W.","Stakhovsky S.",10,62,"FRA",2004,91,188,"Right-Handed","UKR",2003,80,193,"Right-Handed","Yes",-52,"Medium Difference","Yes"
"1569","Baghdatis M.","Lorenzi P.",31,83,"CYP",2003,82,178,"Right-Handed","ITA",2003,77,183,"Right-Handed","Yes",-52,"Medium Difference","Yes"
"1570","Ferrer D.","Gil F.",18,68,"ESP",2000,73,175,"Right-Handed","POR",2003,78,173,"Right-Handed","Yes",-50,"Medium Difference","Yes"
"1571","Tipsarevic J.","Harrison R.",36,341,"SRB",2002,80,180,"Right-Handed","USA",2007,84,185,"Right-Handed","Yes",-305,"High Difference","Yes"
"1572","Dodig I.","Ferrero J.C.",185,23,"CRO",2004,83,183,"Right-Handed","ESP",1998,73,183,"Right-Handed","No",162,"High Difference","Yes"
"1573","Llodra M.","Vassallo-Arguello M.",72,96,"FRA",1999,80,191,"Left-Handed","ARG",1999,80,183,"Right-Handed","Yes",-24,"Low Difference","No"
"1574","Falla A.","Daniel M.",77,88,"COL",2000,77,185,"Left-Handed","BRA",1997,79,180,"Right-Handed","Yes",-11,"Low Difference","No"
"1575","Dent T.","Fognini F.",79,56,"USA",1998,88,188,"Right-Handed","ITA",2004,74,178,"Right-Handed","No",23,"Low Difference","Yes"
"1576","Hajek J.","Ginepri R.",92,99,"CZE",2000,80,180,"Right-Handed","USA",2001,79,183,"Right-Handed","Yes",-7,"Low Difference","Yes"
"1577","Hanescu V.","Chela J.I.",47,76,"ROU",2000,88,198,"Right-Handed","ARG",1998,75,191,"Right-Handed","Yes",-29,"Low Difference","Yes"
"1578","Montanes A.","Hernandez O.",32,71,"ESP",1999,70,175,"Right-Handed","ESP",1998,70,180,"Right-Handed","Yes",-39,"Medium Difference","Yes"
"1579","Becker B.","Zemlja G.",38,169,"GER",2005,72,178,"Right-Handed","SLO",2004,81,183,"Right-Handed","Yes",-131,"High Difference","Yes"
"1580","Youzhny M.","Gasquet R.",20,52,"RUS",1999,73,183,"Right-Handed","FRA",2002,75,185,"Right-Handed","Yes",-32,"Medium Difference","Yes"
"1581","Hewitt L.","Hocevar R.",22,194,"AUS",1998,77,178,"Right-Handed","BRA",2004,80,180,"Right-Handed","Yes",-172,"High Difference","Yes"
"1582","Chiudinelli M.","Matosevic M.",58,180,"SUI",2000,85,185,"Right-Handed","AUS",2003,86,193,"Right-Handed","Yes",-122,"High Difference","Yes"
"1583","Robert S.","Starace P.",104,63,"FRA",2001,77,185,"Right-Handed","ITA",2001,84,188,"Right-Handed","No",41,"Medium Difference","Yes"
"1584","Young D.","Rochus C.",195,85,"USA",2004,79,183,"Left-Handed","BEL",1996,68,170,"Right-Handed","No",110,"High Difference","No"
"1585","Djokovic N.","Gimeno-Traver D.",3,74,"SRB",2003,77,188,"Right-Handed","ESP",2004,80,183,"Right-Handed","Yes",-71,"Medium Difference","Yes"
"1586","Berrer M.","Vliegen K.",66,112,"GER",1999,100,193,"Left-Handed","BEL",2001,75,193,"Right-Handed","Yes",-46,"Medium Difference","No"
"1587","Istomin D.","Chardy J.",103,34,"UZB",2004,88,188,"Right-Handed","FRA",2005,75,188,"Right-Handed","No",69,"Medium Difference","Yes"
"1588","Almagro N.","Malisse X.",25,93,"ESP",2003,86,183,"Right-Handed","BEL",1998,83,185,"Right-Handed","Yes",-68,"Medium Difference","Yes"
"1589","Gonzalez F.","Ilhan M.",11,154,"CHI",1999,82,183,"Right-Handed","TUR",2006,80,191,"Right-Handed","Yes",-143,"High Difference","Yes"
"1590","Roddick A.","Bellucci T.",7,35,"USA",2000,88,188,"Right-Handed","BRA",2005,82,188,"Left-Handed","Yes",-28,"Low Difference","No"
"1591","Korolev E.","Berdych T.",53,21,"KAZ",2005,82,185,"Right-Handed","CZE",2002,91,196,"Right-Handed","No",32,"Medium Difference","Yes"
"1592","Lopez F.","Schuettler R.",46,107,"ESP",1997,73,185,"Left-Handed","GER",1995,75,180,"Right-Handed","Yes",-61,"Medium Difference","No"
"1593","Kohlschreiber P.","Odesnik W.",26,89,"GER",2001,70,178,"Right-Handed","USA",2004,77,180,"Left-Handed","Yes",-63,"Medium Difference","No"
"1594","Nadal R.","Lacko L.",2,75,"ESP",2001,85,185,"Left-Handed","SVK",2005,85,185,"Right-Handed","Yes",-73,"Medium Difference","No"
"1595","Isner J.","Sorensen L.",28,284,"USA",2007,108,208,"Right-Handed","IRL",2003,78,175,"Right-Handed","Yes",-256,"High Difference","Yes"
"1596","Ljubicic I.","Golubev A.",24,131,"CRO",1998,92,193,"Right-Handed","KAZ",2005,79,183,"Right-Handed","Yes",-107,"High Difference","Yes"
"1597","Wawrinka S.","Kunitsyn I.",19,100,"SUI",2002,81,183,"Right-Handed","RUS",1999,75,180,"Right-Handed","Yes",-81,"High Difference","Yes"
"1598","Monfils G.","Veic A.",12,224,"FRA",2004,80,193,"Right-Handed","CRO",2006,74,180,"Right-Handed","Yes",-212,"High Difference","Yes"
"1599","Mayer F.","Troicki V.",60,30,"GER",2001,82,191,"Right-Handed","SRB",2006,86,193,"Right-Handed","No",30,"Low Difference","Yes"
"1600","Serra F.","Nieminen J.",64,132,"FRA",2000,78,180,"Right-Handed","FIN",2000,78,185,"Left-Handed","Yes",-68,"Medium Difference","No"
"1601","Del Potro J.M.","Blake J.",5,45,"ARG",2005,97,198,"Right-Handed","USA",1999,83,185,"Right-Handed","Yes",-40,"Medium Difference","Yes"
"1602","Karlovic I.","Benneteau J.",39,43,"CRO",2000,104,211,"Right-Handed","FRA",2000,79,185,"Right-Handed","Yes",-4,"Low Difference","Yes"
"1603","Murray A.","Gicquel M.",4,57,"GBR",2005,84,191,"Right-Handed","FRA",1999,75,188,"Right-Handed","Yes",-53,"Medium Difference","Yes"
"1604","Cilic M.","Tomic B.",14,289,"CRO",2005,89,198,"Right-Handed","AUS",2008,91,196,"Right-Handed","Yes",-275,"High Difference","Yes"
"1605","Davydenko N.","Marchenko I.",6,119,"RUS",1999,70,178,"Right-Handed","UKR",2006,82,185,"Right-Handed","Yes",-113,"High Difference","Yes"
"1606","Almagro N.","Becker B.",25,38,"ESP",2003,86,183,"Right-Handed","GER",2005,72,178,"Right-Handed","Yes",-13,"Low Difference","Yes"
"1607","Istomin D.","Berrer M.",103,66,"UZB",2004,88,188,"Right-Handed","GER",1999,100,193,"Left-Handed","No",37,"Medium Difference","No"
"1608","Baghdatis M.","Ferrer D.",31,18,"CYP",2003,82,178,"Right-Handed","ESP",2000,73,175,"Right-Handed","No",13,"Low Difference","Yes"
"1609","Djokovic N.","Chiudinelli M.",3,58,"SRB",2003,77,188,"Right-Handed","SUI",2000,85,185,"Right-Handed","Yes",-55,"Medium Difference","Yes"
"1610","Monaco J.","Llodra M.",33,72,"ARG",2002,81,185,"Right-Handed","FRA",1999,80,191,"Left-Handed","Yes",-39,"Medium Difference","No"
"1611","Falla A.","Granollers M.",77,113,"COL",2000,77,185,"Left-Handed","ESP",2003,77,191,"Right-Handed","Yes",-36,"Medium Difference","No"
